number,last_number,last_he
470,757,19.0
757,032,5.0
032,978,24.0
978,287,17.0
287,369,18.0
369,465,15.0
465,865,19.0
865,421,7.0
421,195,15.0
195,982,19.0
982,100,1.0
100,731,11.0
731,263,11.0
263,746,17.0
746,755,17.0
755,997,25.0
997,633,12.0
633,425,11.0
425,967,22.0
967,446,14.0
446,045,9.0
045,030,3.0
030,538,16.0
538,749,20.0
749,180,9.0
180,637,16.0
637,317,11.0
317,224,8.0
224,315,9.0
315,594,18.0
594,166,13.0
166,497,20.0
497,880,16.0
880,882,18.0
882,135,9.0
135,960,15.0
960,750,12.0
750,209,11.0
209,309,12.0
309,254,11.0
254,193,13.0
193,917,17.0
917,488,20.0
488,489,21.0
489,012,3.0
012,589,22.0
589,145,10.0
145,368,17.0
368,781,16.0
781,772,16.0
772,533,11.0
533,993,21.0
993,580,13.0
580,908,17.0
908,920,11.0
920,333,9.0
333,961,16.0
961,045,9.0
045,613,10.0
613,808,16.0
808,724,13.0
724,541,10.0
541,762,15.0
762,783,18.0
783,246,12.0
246,805,13.0
805,934,16.0
934,890,17.0
890,838,19.0
838,619,16.0
619,791,17.0
791,381,12.0
381,385,16.0
385,436,13.0
436,724,13.0
724,220,4.0
220,944,17.0
944,442,10.0
442,443,11.0
443,116,8.0
116,134,8.0
134,933,15.0
933,330,6.0
330,708,15.0
708,180,9.0
180,068,14.0
068,539,17.0
539,469,19.0
469,268,16.0
268,433,10.0
433,261,9.0
261,754,16.0
754,010,1.0
010,350,8.0
350,385,16.0
385,171,9.0
171,947,20.0
947,838,19.0
838,567,18.0
567,872,17.0
872,042,6.0
042,766,19.0
766,624,12.0
624,717,15.0
717,098,17.0
098,961,16.0
961,310,4.0
310,240,6.0
240,455,14.0
455,422,8.0
422,429,15.0
429,531,9.0
531,632,11.0
632,902,11.0
902,436,13.0
436,753,15.0
753,481,13.0
481,567,18.0
567,241,7.0
241,087,15.0
087,265,13.0
265,509,14.0
509,360,9.0
360,342,9.0
342,416,11.0
416,643,13.0
643,355,13.0
355,139,13.0
139,399,21.0
399,599,23.0
599,501,6.0
501,248,14.0
248,080,8.0
080,499,22.0
499,928,19.0
928,525,12.0
525,189,18.0
189,628,16.0
628,365,14.0
365,442,10.0
442,818,17.0
818,214,7.0
214,068,14.0
068,497,20.0
497,560,11.0
560,808,16.0
808,251,8.0
251,770,14.0
770,358,16.0
358,370,10.0
370,684,18.0
684,650,11.0
650,080,8.0
080,716,14.0
716,866,20.0
866,697,22.0
697,868,22.0
868,975,21.0
975,787,22.0
787,301,4.0
301,662,14.0
662,634,13.0
634,056,11.0
056,211,4.0
211,002,2.0
002,452,11.0
452,827,17.0
827,936,18.0
936,176,14.0
176,820,10.0
820,084,12.0
084,242,8.0
242,863,17.0
863,610,7.0
610,345,12.0
345,713,11.0
713,069,15.0
069,999,27.0
999,485,17.0
485,648,18.0
648,618,15.0
618,969,24.0
969,457,16.0
457,911,11.0
911,109,10.0
109,862,16.0
862,779,23.0
779,540,9.0
540,992,20.0
992,439,16.0
439,699,24.0
699,144,9.0
144,341,8.0
341,127,10.0
127,017,8.0
017,750,12.0
750,348,15.0
348,552,12.0
552,263,11.0
263,985,22.0
985,638,17.0
638,415,10.0
415,385,16.0
385,210,3.0
210,868,22.0
868,746,17.0
746,351,9.0
351,464,14.0
464,472,13.0
472,430,7.0
430,931,13.0
931,242,8.0
242,767,20.0
767,209,11.0
209,341,8.0
341,353,11.0
353,918,18.0
918,804,12.0
804,170,8.0
170,145,10.0
145,697,22.0
697,905,14.0
905,262,10.0
262,412,7.0
412,763,16.0
763,227,11.0
227,725,14.0
725,157,13.0
157,922,13.0
922,017,8.0
017,941,14.0
941,454,13.0
454,162,9.0
162,704,11.0
704,635,14.0
635,573,15.0
573,371,11.0
371,510,6.0
510,769,22.0
769,608,14.0
608,582,15.0
582,212,5.0
212,256,13.0
256,682,16.0
682,456,15.0
456,721,10.0
721,541,10.0
541,773,17.0
773,926,17.0
926,439,16.0
439,163,10.0
163,500,5.0
500,494,17.0
494,644,14.0
644,058,13.0
058,789,24.0
789,915,15.0
915,819,18.0
819,265,13.0
265,475,16.0
475,958,22.0
958,559,19.0
559,809,17.0
809,225,9.0
225,016,7.0
016,418,13.0
418,454,13.0
454,038,11.0
038,082,10.0
082,691,16.0
691,467,17.0
467,055,10.0
055,006,6.0
006,791,17.0
791,769,22.0
769,555,15.0
555,220,4.0
220,759,21.0
759,083,11.0
083,727,16.0
727,358,16.0
358,178,16.0
178,827,17.0
827,628,16.0
628,294,15.0
294,574,16.0
574,523,10.0
523,247,13.0
247,920,11.0
920,788,23.0
788,907,16.0
907,158,14.0
158,927,18.0
927,329,14.0
329,666,18.0
666,329,14.0
329,886,22.0
886,714,12.0
714,652,13.0
652,022,4.0
022,429,15.0
429,006,6.0
006,784,19.0
784,849,21.0
849,369,18.0
369,431,8.0
431,315,9.0
315,796,22.0
796,219,12.0
219,342,9.0
342,194,14.0
194,368,17.0
368,337,13.0
337,721,10.0
721,868,22.0
868,491,14.0
491,100,1.0
100,648,18.0
648,785,20.0
785,246,12.0
246,206,8.0
206,746,17.0
746,287,17.0
287,087,15.0
087,172,10.0
172,428,14.0
428,782,17.0
782,334,10.0
334,753,15.0
753,108,9.0
108,544,13.0
544,809,17.0
809,420,6.0
420,725,14.0
725,806,14.0
806,160,7.0
160,843,15.0
843,528,15.0
528,960,15.0
960,062,8.0
062,030,3.0
030,940,13.0
940,742,13.0
742,518,14.0
518,278,17.0
278,057,12.0
057,281,11.0
281,316,10.0
316,730,10.0
730,458,17.0
458,954,18.0
954,816,15.0
816,224,8.0
224,456,15.0
456,133,7.0
133,208,10.0
208,286,16.0
286,958,22.0
958,784,19.0
784,404,8.0
404,063,9.0
063,350,8.0
350,219,12.0
219,200,2.0
200,106,7.0
106,265,13.0
265,937,19.0
937,013,4.0
013,679,22.0
679,347,14.0
347,677,20.0
677,591,15.0
591,546,15.0
546,388,19.0
388,777,21.0
777,782,17.0
782,215,8.0
215,164,11.0
164,358,16.0
358,141,6.0
141,813,12.0
813,777,21.0
777,809,17.0
809,277,16.0
277,879,24.0
879,587,20.0
587,635,14.0
635,573,15.0
573,176,14.0
176,982,19.0
982,285,15.0
285,242,8.0
242,571,13.0
571,640,10.0
640,937,19.0
937,726,15.0
726,142,7.0
142,228,12.0
228,510,6.0
510,869,23.0
869,804,12.0
804,537,15.0
537,085,13.0
085,295,16.0
295,245,11.0
245,194,14.0
194,638,17.0
638,097,16.0
097,469,19.0
469,033,6.0
033,020,2.0
020,703,10.0
703,146,11.0
146,794,20.0
794,917,17.0
917,302,5.0
302,040,4.0
040,693,18.0
693,921,12.0
921,568,19.0
568,296,17.0
296,447,15.0
447,805,13.0
805,743,14.0
743,726,15.0
726,378,18.0
378,594,18.0
594,094,13.0
094,506,11.0
506,006,6.0
006,809,17.0
809,298,19.0
298,280,10.0
280,578,20.0
578,608,14.0
608,345,12.0
345,605,11.0
605,050,5.0
050,670,13.0
670,111,3.0
111,855,18.0
855,573,15.0
573,586,19.0
586,970,16.0
970,371,11.0
371,017,8.0
017,377,17.0
377,498,21.0
498,442,10.0
442,642,12.0
642,513,9.0
513,340,7.0
340,449,17.0
449,621,9.0
621,965,20.0
965,084,12.0
084,216,9.0
216,975,21.0
975,374,14.0
374,713,11.0
713,798,24.0
798,090,9.0
090,074,11.0
074,291,12.0
291,129,12.0
129,770,14.0
770,771,15.0
771,916,16.0
916,071,8.0
071,501,6.0
501,016,7.0
016,140,5.0
140,303,6.0
303,144,9.0
144,551,11.0
551,199,19.0
199,407,11.0
407,127,10.0
127,016,7.0
016,665,17.0
665,686,20.0
686,794,20.0
794,815,14.0
815,320,5.0
320,660,12.0
660,897,24.0
897,270,9.0
270,419,14.0
419,036,9.0
036,743,14.0
743,199,19.0
199,178,16.0
178,413,8.0
413,240,6.0
240,794,20.0
794,823,13.0
823,162,9.0
162,557,17.0
557,021,3.0
021,775,19.0
775,914,14.0
914,945,18.0
945,945,18.0
945,665,17.0
665,340,7.0
340,267,15.0
267,692,17.0
692,463,13.0
463,075,12.0
075,535,13.0
535,043,7.0
043,457,16.0
457,280,10.0
280,803,11.0
803,612,9.0
612,402,6.0
402,901,10.0
901,171,9.0
171,175,13.0
175,671,14.0
671,007,7.0
007,354,12.0
354,575,17.0
575,379,19.0
379,613,10.0
613,248,14.0
248,764,17.0
764,519,15.0
519,259,16.0
259,434,11.0
434,068,14.0
068,252,9.0
252,744,15.0
744,130,4.0
130,478,19.0
478,672,15.0
672,748,19.0
748,715,13.0
715,642,12.0
642,688,22.0
688,878,23.0
878,666,18.0
666,720,9.0
720,097,16.0
097,249,15.0
249,828,18.0
828,801,9.0
801,248,14.0
248,468,18.0
468,838,19.0
838,132,6.0
132,535,13.0
535,485,17.0
485,041,5.0
041,700,7.0
700,493,16.0
493,486,18.0
486,312,6.0
312,787,22.0
787,948,21.0
948,650,11.0
650,277,16.0
277,623,11.0
623,168,15.0
168,432,9.0
432,935,17.0
935,674,17.0
674,247,13.0
247,019,10.0
019,701,8.0
701,427,13.0
427,837,18.0
837,350,8.0
350,266,14.0
266,379,19.0
379,526,13.0
526,760,13.0
760,176,14.0
176,289,19.0
289,001,1.0
001,345,12.0
345,756,18.0
756,062,8.0
062,147,12.0
147,119,11.0
119,059,14.0
059,861,15.0
861,898,25.0
898,528,15.0
528,503,8.0
503,057,12.0
057,022,4.0
022,820,10.0
820,450,9.0
450,310,4.0
310,161,8.0
161,056,11.0
056,332,8.0
332,852,15.0
852,836,17.0
836,286,16.0
286,207,9.0
207,000,0.0
000,882,18.0
882,304,7.0
304,641,11.0
641,637,16.0
637,268,16.0
268,106,7.0
106,135,9.0
135,667,19.0
667,337,13.0
337,776,20.0
776,232,7.0
232,190,10.0
190,810,9.0
810,156,12.0
156,873,18.0
873,954,18.0
954,076,13.0
076,634,13.0
634,879,24.0
879,086,14.0
086,591,15.0
591,761,14.0
761,020,2.0
020,929,20.0
929,082,10.0
082,077,14.0
077,827,17.0
827,019,10.0
019,743,14.0
743,235,10.0
235,768,21.0
768,056,11.0
056,855,18.0
855,941,14.0
941,105,6.0
105,749,20.0
749,643,13.0
643,938,20.0
938,409,13.0
409,414,9.0
414,263,11.0
263,185,14.0
185,763,16.0
763,027,9.0
027,841,13.0
841,232,7.0
232,342,9.0
342,190,10.0
190,465,15.0
465,081,9.0
081,872,17.0
872,257,14.0
257,732,12.0
732,217,10.0
217,242,8.0
242,893,20.0
893,760,13.0
760,338,14.0
338,848,20.0
848,144,9.0
144,228,12.0
228,913,13.0
913,954,18.0
954,149,14.0
149,470,11.0
470,671,14.0
671,383,14.0
383,972,18.0
972,559,19.0
559,476,17.0
476,719,17.0
719,975,21.0
975,568,19.0
568,843,15.0
843,114,6.0
114,176,14.0
176,349,16.0
349,407,11.0
407,010,1.0
010,932,14.0
932,822,12.0
822,949,22.0
949,174,12.0
174,101,2.0
101,125,8.0
125,305,8.0
305,213,6.0
213,943,16.0
943,706,13.0
706,784,19.0
784,513,9.0
513,397,19.0
397,290,11.0
290,181,10.0
181,023,5.0
023,317,11.0
317,759,21.0
759,131,5.0
131,113,5.0
113,494,17.0
494,065,11.0
065,465,15.0
465,314,8.0
314,423,9.0
423,516,12.0
516,093,12.0
093,796,22.0
796,988,25.0
988,821,11.0
821,357,15.0
357,214,7.0
214,538,16.0
538,072,9.0
072,882,18.0
882,041,5.0
041,474,15.0
474,903,12.0
903,927,18.0
927,075,12.0
075,974,20.0
974,393,15.0
393,514,10.0
514,394,16.0
394,910,10.0
910,740,11.0
740,353,11.0
353,677,20.0
677,858,21.0
858,773,17.0
773,528,15.0
528,217,10.0
217,714,12.0
714,924,15.0
924,260,8.0
260,829,19.0
829,483,15.0
483,111,3.0
111,827,17.0
827,196,16.0
196,969,24.0
969,426,12.0
426,115,7.0
115,875,20.0
875,109,10.0
109,397,19.0
397,281,11.0
281,560,11.0
560,927,18.0
927,496,19.0
496,610,7.0
610,938,20.0
938,591,15.0
591,670,13.0
670,837,18.0
837,712,10.0
712,566,17.0
566,454,13.0
454,308,11.0
308,374,14.0
374,645,15.0
645,052,7.0
052,721,10.0
721,578,20.0
578,016,7.0
016,603,9.0
603,691,16.0
691,292,13.0
292,876,21.0
876,587,20.0
587,654,15.0
654,159,15.0
159,638,17.0
638,634,13.0
634,752,14.0
752,918,18.0
918,877,22.0
877,519,15.0
519,336,12.0
336,897,24.0
897,915,15.0
915,607,13.0
607,844,16.0
844,402,6.0
402,554,14.0
554,950,14.0
950,879,24.0
879,942,15.0
942,003,3.0
003,827,17.0
827,081,9.0
081,692,17.0
692,633,12.0
633,607,13.0
607,480,12.0
480,073,10.0
073,581,14.0
581,789,24.0
789,663,15.0
663,817,16.0
817,789,24.0
789,965,20.0
965,818,17.0
818,030,3.0
030,551,11.0
551,583,16.0
583,640,10.0
640,552,12.0
552,610,7.0
610,849,21.0
849,669,21.0
669,744,15.0
744,880,16.0
880,310,4.0
310,729,18.0
729,591,15.0
591,672,15.0
672,960,15.0
960,779,23.0
779,374,14.0
374,879,24.0
879,004,4.0
004,344,11.0
344,490,13.0
490,056,11.0
056,349,16.0
349,911,11.0
911,654,15.0
654,161,8.0
161,850,13.0
850,459,18.0
459,956,20.0
956,684,18.0
684,367,16.0
367,940,13.0
940,608,14.0
608,615,12.0
615,593,17.0
593,095,14.0
095,566,17.0
566,335,11.0
335,759,21.0
759,430,7.0
430,480,12.0
480,937,19.0
937,894,21.0
894,869,23.0
869,345,12.0
345,292,13.0
292,790,16.0
790,398,20.0
398,423,9.0
423,666,18.0
666,549,18.0
549,839,20.0
839,860,14.0
860,906,15.0
906,008,8.0
008,707,14.0
707,399,21.0
399,587,20.0
587,319,13.0
319,550,10.0
550,412,7.0
412,804,12.0
804,751,13.0
751,454,13.0
454,423,9.0
423,695,20.0
695,156,12.0
156,773,17.0
773,299,20.0
299,173,11.0
173,963,18.0
963,844,16.0
844,323,8.0
323,063,9.0
063,073,10.0
073,807,15.0
807,438,15.0
438,127,10.0
127,772,16.0
772,597,21.0
597,738,18.0
738,244,10.0
244,457,16.0
457,438,15.0
438,176,14.0
176,740,11.0
740,761,14.0
761,856,19.0
856,317,11.0
317,822,12.0
822,061,7.0
061,685,19.0
685,648,18.0
648,318,12.0
318,239,14.0
239,567,18.0
567,642,12.0
642,681,15.0
681,304,7.0
304,154,10.0
154,013,4.0
013,367,16.0
367,284,14.0
284,083,11.0
083,062,8.0
062,830,11.0
830,230,5.0
230,188,17.0
188,823,13.0
823,612,9.0
612,298,19.0
298,889,25.0
889,468,18.0
468,279,18.0
279,214,7.0
214,348,15.0
348,669,21.0
669,640,10.0
640,534,12.0
534,281,11.0
281,911,11.0
911,510,6.0
510,017,8.0
017,845,17.0
845,623,11.0
623,696,21.0
696,288,18.0
288,500,5.0
500,035,8.0
035,362,11.0
362,247,13.0
247,059,14.0
059,551,11.0
551,586,19.0
586,965,20.0
965,713,11.0
713,919,19.0
919,200,2.0
200,446,14.0
446,475,16.0
475,565,16.0
565,817,16.0
817,209,11.0
209,354,12.0
354,147,12.0
147,838,19.0
838,995,23.0
995,048,12.0
048,627,15.0
627,037,10.0
037,139,13.0
139,508,13.0
508,841,13.0
841,188,17.0
188,351,9.0
351,389,20.0
389,572,14.0
572,453,12.0
453,719,17.0
719,063,9.0
063,831,12.0
831,566,17.0
566,714,12.0
714,110,2.0
110,097,16.0
097,221,5.0
221,218,11.0
218,938,20.0
938,731,11.0
731,412,7.0
412,890,17.0
890,302,5.0
302,570,12.0
570,722,11.0
722,986,23.0
986,419,14.0
419,832,13.0
832,373,13.0
373,269,17.0
269,056,11.0
056,974,20.0
974,539,17.0
539,736,16.0
736,644,14.0
644,223,7.0
223,992,20.0
992,431,8.0
431,181,10.0
181,301,4.0
301,146,11.0
146,663,15.0
663,505,10.0
505,192,12.0
192,048,12.0
048,359,17.0
359,705,12.0
705,477,18.0
477,645,15.0
645,603,9.0
603,832,13.0
832,207,9.0
207,985,22.0
985,580,13.0
580,691,16.0
691,515,11.0
515,730,10.0
730,197,17.0
197,485,17.0
485,585,18.0
585,436,13.0
436,937,19.0
937,474,15.0
474,402,6.0
402,792,18.0
792,290,11.0
290,069,15.0
069,085,13.0
085,851,14.0
851,003,3.0
003,046,10.0
046,809,17.0
809,821,11.0
821,161,8.0
161,852,15.0
852,076,13.0
076,877,22.0
877,376,16.0
376,456,15.0
456,530,8.0
530,892,19.0
892,558,18.0
558,576,18.0
576,988,25.0
988,999,27.0
999,328,13.0
328,303,6.0
303,821,11.0
821,047,11.0
047,351,9.0
351,085,13.0
085,718,16.0
718,016,7.0
016,665,17.0
665,055,10.0
055,661,13.0
661,994,22.0
994,443,11.0
443,207,9.0
207,774,18.0
774,359,17.0
359,208,10.0
208,658,19.0
658,652,13.0
652,567,18.0
567,698,23.0
698,645,15.0
645,389,20.0
389,416,11.0
416,508,13.0
508,834,15.0
834,939,21.0
939,393,15.0
393,989,26.0
989,375,15.0
375,737,17.0
737,268,16.0
268,140,5.0
140,968,23.0
968,440,8.0
440,897,24.0
897,540,9.0
540,147,12.0
147,236,11.0
236,514,10.0
514,767,20.0
767,444,12.0
444,194,14.0
194,529,16.0
529,785,20.0
785,918,18.0
918,506,11.0
506,298,19.0
298,384,15.0
384,141,6.0
141,429,15.0
429,344,11.0
344,358,16.0
358,135,9.0
135,328,13.0
328,514,10.0
514,334,10.0
334,740,11.0
740,304,7.0
304,869,23.0
869,434,11.0
434,626,14.0
626,157,13.0
157,403,7.0
403,397,19.0
397,047,11.0
047,196,16.0
196,916,16.0
916,037,10.0
037,499,22.0
499,951,15.0
951,438,15.0
438,754,16.0
754,671,14.0
671,927,18.0
927,159,15.0
159,475,16.0
475,363,12.0
363,820,10.0
820,801,9.0
801,813,12.0
813,632,11.0
632,055,10.0
055,364,13.0
364,400,4.0
400,014,5.0
014,807,15.0
807,982,19.0
982,393,15.0
393,119,11.0
119,541,10.0
541,368,17.0
368,699,24.0
699,342,9.0
342,452,11.0
452,071,8.0
071,915,15.0
915,687,21.0
687,187,16.0
187,736,16.0
736,398,20.0
398,433,10.0
433,368,17.0
368,007,7.0
007,052,7.0
052,440,8.0
440,213,6.0
213,502,7.0
502,811,10.0
811,991,19.0
991,106,7.0
106,355,13.0
355,535,13.0
535,053,8.0
053,003,3.0
003,096,15.0
096,000,0.0
000,493,16.0
493,548,17.0
548,518,14.0
518,178,16.0
178,633,12.0
633,518,14.0
518,967,22.0
967,867,21.0
867,172,10.0
172,843,15.0
843,764,17.0
764,679,22.0
679,525,12.0
525,971,17.0
971,424,10.0
424,294,15.0
294,794,20.0
794,104,5.0
104,107,8.0
107,749,20.0
749,320,5.0
320,808,16.0
808,835,16.0
835,905,14.0
905,819,18.0
819,997,25.0
997,144,9.0
144,045,9.0
045,836,17.0
836,794,20.0
794,209,11.0
209,547,16.0
547,549,18.0
549,315,9.0
315,579,21.0
579,766,19.0
766,234,9.0
234,896,23.0
896,786,21.0
786,560,11.0
560,891,18.0
891,020,2.0
020,922,13.0
922,409,13.0
409,815,14.0
815,816,15.0
816,186,15.0
186,980,17.0
980,768,21.0
768,210,3.0
210,309,12.0
309,489,21.0
489,268,16.0
268,700,7.0
700,032,5.0
032,223,7.0
223,002,2.0
002,528,15.0
528,201,3.0
201,190,10.0
190,055,10.0
055,182,11.0
182,928,19.0
928,337,13.0
337,050,5.0
050,404,8.0
404,369,18.0
369,914,14.0
914,795,21.0
795,896,23.0
896,931,13.0
931,750,12.0
750,000,0.0
000,647,17.0
647,725,14.0
725,107,8.0
107,431,8.0
431,538,16.0
538,223,7.0
223,699,24.0
699,622,10.0
622,837,18.0
837,076,13.0
076,766,19.0
766,132,6.0
132,395,17.0
395,913,13.0
913,604,10.0
604,661,13.0
661,167,14.0
167,837,18.0
837,032,5.0
032,525,12.0
525,934,16.0
934,636,15.0
636,529,16.0
529,213,6.0
213,751,13.0
751,884,20.0
884,962,17.0
962,166,13.0
166,015,6.0
015,864,18.0
864,728,17.0
728,640,10.0
640,280,10.0
280,458,17.0
458,914,14.0
914,833,14.0
833,647,17.0
647,683,17.0
683,681,15.0
681,799,25.0
799,563,14.0
563,156,12.0
156,458,17.0
458,465,15.0
465,164,11.0
164,979,25.0
979,964,19.0
964,161,8.0
161,409,13.0
409,840,12.0
840,103,4.0
103,524,11.0
524,950,14.0
950,340,7.0
340,409,13.0
409,413,8.0
413,374,14.0
374,152,8.0
152,697,22.0
697,589,22.0
589,085,13.0
085,865,19.0
865,001,1.0
001,667,19.0
667,049,13.0
049,615,12.0
615,448,16.0
448,674,17.0
674,470,11.0
470,553,13.0
553,597,21.0
597,419,14.0
419,959,23.0
959,371,11.0
371,923,14.0
923,680,14.0
680,242,8.0
242,128,11.0
128,307,10.0
307,057,12.0
057,151,7.0
151,132,6.0
132,273,12.0
273,747,18.0
747,752,14.0
752,386,17.0
386,788,23.0
788,985,22.0
985,717,15.0
717,869,23.0
869,067,13.0
067,590,14.0
590,724,13.0
724,625,13.0
625,083,11.0
083,925,16.0
925,831,12.0
831,028,10.0
028,064,10.0
064,971,17.0
971,640,10.0
640,938,20.0
938,180,9.0
180,303,6.0
303,179,17.0
179,364,13.0
364,427,13.0
427,226,10.0
226,416,11.0
416,721,10.0
721,082,10.0
082,228,12.0
228,817,16.0
817,466,16.0
466,931,13.0
931,385,16.0
385,560,11.0
560,610,7.0
610,422,8.0
422,781,16.0
781,545,14.0
545,197,17.0
197,904,13.0
904,487,19.0
487,408,12.0
408,442,10.0
442,032,5.0
032,560,11.0
560,327,12.0
327,274,13.0
274,102,3.0
102,154,10.0
154,469,19.0
469,464,14.0
464,918,18.0
918,199,19.0
199,624,12.0
624,653,14.0
653,492,15.0
492,300,3.0
300,000,0.0
000,945,18.0
945,934,16.0
934,626,14.0
626,154,10.0
154,040,4.0
040,836,17.0
836,382,13.0
382,979,25.0
979,144,9.0
144,148,13.0
148,418,13.0
418,160,7.0
160,159,15.0
159,042,6.0
042,322,7.0
322,409,13.0
409,407,11.0
407,081,9.0
081,979,25.0
979,669,21.0
669,659,20.0
659,026,8.0
026,357,15.0
357,022,4.0
022,014,5.0
014,475,16.0
475,457,16.0
457,706,13.0
706,400,4.0
400,816,15.0
816,268,16.0
268,303,6.0
303,612,9.0
612,437,14.0
437,249,15.0
249,662,14.0
662,857,20.0
857,738,18.0
738,898,25.0
898,544,13.0
544,933,15.0
933,543,12.0
543,570,12.0
570,793,19.0
793,802,10.0
802,172,10.0
172,830,11.0
830,828,18.0
828,132,6.0
132,156,12.0
156,690,15.0
690,363,12.0
363,428,14.0
428,403,7.0
403,308,11.0
308,230,5.0
230,179,17.0
179,930,12.0
930,149,14.0
149,320,5.0
320,266,14.0
266,125,8.0
125,898,25.0
898,372,12.0
372,312,6.0
312,149,14.0
149,320,5.0
320,570,12.0
570,807,15.0
807,505,10.0
505,183,12.0
183,136,10.0
136,984,21.0
984,562,13.0
562,674,17.0
674,825,15.0
825,088,16.0
088,960,15.0
960,016,7.0
016,112,4.0
112,254,11.0
254,999,27.0
999,745,16.0
745,573,15.0
573,793,19.0
793,950,14.0
950,954,18.0
954,448,16.0
448,616,13.0
616,369,18.0
369,153,9.0
153,380,11.0
380,765,18.0
765,030,3.0
030,149,14.0
149,302,5.0
302,020,2.0
020,517,13.0
517,094,13.0
094,353,11.0
353,790,16.0
790,346,13.0
346,495,18.0
495,831,12.0
831,129,12.0
129,239,14.0
239,377,17.0
377,798,24.0
798,558,18.0
558,889,25.0
889,522,9.0
522,992,20.0
992,279,18.0
279,793,19.0
793,476,17.0
476,675,18.0
675,852,15.0
852,606,12.0
606,667,19.0
667,105,6.0
105,450,9.0
450,856,19.0
856,399,21.0
399,785,20.0
785,747,18.0
747,119,11.0
119,284,14.0
284,913,13.0
913,535,13.0
535,124,7.0
124,732,12.0
732,545,14.0
545,423,9.0
423,558,18.0
558,674,17.0
674,112,4.0
112,331,7.0
331,349,16.0
349,494,17.0
494,924,15.0
924,051,6.0
051,125,8.0
125,214,7.0
214,430,7.0
430,816,15.0
816,343,10.0
343,196,16.0
196,784,19.0
784,013,4.0
013,960,15.0
960,334,10.0
334,627,15.0
627,749,20.0
749,507,12.0
507,511,7.0
511,338,14.0
338,700,7.0
700,110,2.0
110,364,13.0
364,908,17.0
908,664,16.0
664,545,14.0
545,947,20.0
947,519,15.0
519,666,18.0
666,605,11.0
605,321,6.0
321,732,12.0
732,661,13.0
661,736,16.0
736,861,15.0
861,573,15.0
573,356,14.0
356,188,17.0
188,301,4.0
301,473,14.0
473,417,12.0
417,631,10.0
631,728,17.0
728,891,18.0
891,498,21.0
498,615,12.0
615,814,13.0
814,669,21.0
669,866,20.0
866,817,16.0
817,052,7.0
052,466,16.0
466,453,12.0
453,781,16.0
781,825,15.0
825,493,16.0
493,838,19.0
838,547,16.0
547,432,9.0
432,696,21.0
696,217,10.0
217,062,8.0
062,235,10.0
235,268,16.0
268,649,19.0
649,173,11.0
173,373,13.0
373,952,16.0
952,692,17.0
692,981,18.0
981,573,15.0
573,882,18.0
882,941,14.0
941,706,13.0
706,360,9.0
360,119,11.0
119,393,15.0
393,884,20.0
884,062,8.0
062,095,14.0
095,492,15.0
492,117,9.0
117,398,20.0
398,675,18.0
675,323,8.0
323,193,13.0
193,047,11.0
047,552,12.0
552,358,16.0
358,302,5.0
302,855,18.0
855,739,19.0
739,482,14.0
482,021,3.0
021,584,17.0
584,141,6.0
141,420,6.0
420,585,18.0
585,592,16.0
592,830,11.0
830,687,21.0
687,801,9.0
801,611,8.0
611,263,11.0
263,862,16.0
862,590,14.0
590,037,10.0
037,492,15.0
492,644,14.0
644,513,9.0
513,138,12.0
138,319,13.0
319,755,17.0
755,476,17.0
476,607,13.0
607,746,17.0
746,828,18.0
828,511,7.0
511,153,9.0
153,033,6.0
033,384,15.0
384,274,13.0
274,284,14.0
284,818,17.0
818,289,19.0
289,942,15.0
942,024,6.0
024,030,3.0
030,537,15.0
537,154,10.0
154,818,17.0
818,014,5.0
014,603,9.0
603,488,20.0
488,505,10.0
505,774,18.0
774,451,10.0
451,208,10.0
208,662,14.0
662,998,26.0
998,480,12.0
480,518,14.0
518,417,12.0
417,701,8.0
701,269,17.0
269,989,26.0
989,848,20.0
848,811,10.0
811,942,15.0
942,212,5.0
212,734,14.0
734,503,8.0
503,772,16.0
772,669,21.0
669,404,8.0
404,539,17.0
539,085,13.0
085,581,14.0
581,073,10.0
073,179,17.0
179,094,13.0
094,407,11.0
407,443,11.0
443,225,9.0
225,012,3.0
012,636,15.0
636,602,8.0
602,859,22.0
859,481,13.0
481,775,19.0
775,321,6.0
321,948,21.0
948,885,21.0
885,505,10.0
505,009,9.0
009,806,14.0
806,336,12.0
336,951,15.0
951,119,11.0
119,391,13.0
391,759,21.0
759,470,11.0
470,731,11.0
731,655,16.0
655,291,12.0
291,190,10.0
190,400,4.0
400,257,14.0
257,762,15.0
762,152,8.0
152,218,11.0
218,724,13.0
724,342,9.0
342,468,18.0
468,952,16.0
952,746,17.0
746,066,12.0
066,425,11.0
425,045,9.0
045,518,14.0
518,790,16.0
790,904,13.0
904,831,12.0
831,735,15.0
735,225,9.0
225,400,4.0
400,209,11.0
209,144,9.0
144,717,15.0
717,810,9.0
810,324,9.0
324,579,21.0
579,296,17.0
296,630,9.0
630,602,8.0
602,653,14.0
653,529,16.0
529,642,12.0
642,177,15.0
177,130,4.0
130,671,14.0
671,245,11.0
245,418,13.0
418,488,20.0
488,304,7.0
304,006,6.0
006,755,17.0
755,845,17.0
845,074,11.0
074,415,10.0
415,368,17.0
368,958,22.0
958,779,23.0
779,071,8.0
071,589,22.0
589,258,15.0
258,905,14.0
905,574,16.0
574,687,21.0
687,811,10.0
811,180,9.0
180,942,15.0
