number,last_number,last_he
125,942,15.0
942,428,14.0
428,084,12.0
084,016,7.0
016,818,17.0
818,383,14.0
383,049,13.0
049,289,19.0
289,806,14.0
806,029,11.0
029,559,19.0
559,367,16.0
367,225,9.0
225,448,16.0
448,151,7.0
151,493,16.0
493,262,10.0
262,301,4.0
301,299,20.0
299,097,16.0
097,550,10.0
550,189,18.0
189,054,9.0
054,776,20.0
776,983,20.0
983,318,12.0
318,244,10.0
244,709,16.0
709,831,12.0
831,690,15.0
690,961,16.0
961,663,15.0
663,877,22.0
877,153,9.0
153,832,13.0
832,529,16.0
529,557,17.0
557,470,11.0
470,243,9.0
243,774,18.0
774,888,24.0
888,157,13.0
157,373,13.0
373,113,5.0
113,398,20.0
398,045,9.0
045,830,11.0
830,743,14.0
743,997,25.0
997,073,10.0
073,744,15.0
744,856,19.0
856,801,9.0
801,656,17.0
656,572,14.0
572,805,13.0
805,045,9.0
045,651,12.0
651,160,7.0
160,784,19.0
784,789,24.0
789,334,10.0
334,326,11.0
326,507,12.0
507,137,11.0
137,430,7.0
430,359,17.0
359,010,1.0
010,621,9.0
621,907,16.0
907,848,20.0
848,143,8.0
143,740,11.0
740,626,14.0
626,998,26.0
998,378,18.0
378,624,12.0
624,435,12.0
435,085,13.0
085,277,16.0
277,874,19.0
874,883,19.0
883,565,16.0
565,373,13.0
373,443,11.0
443,411,6.0
411,860,14.0
860,105,6.0
105,989,26.0
989,914,14.0
914,525,12.0
525,898,25.0
898,489,21.0
489,659,20.0
659,049,13.0
049,061,7.0
061,328,13.0
328,266,14.0
266,976,22.0
976,628,16.0
628,451,10.0
451,564,15.0
564,265,13.0
265,052,7.0
052,860,14.0
860,416,11.0
416,109,10.0
109,139,13.0
139,441,9.0
441,319,13.0
319,760,13.0
760,699,24.0
699,446,14.0
446,395,17.0
395,499,22.0
499,087,15.0
087,560,11.0
560,037,10.0
037,531,9.0
531,891,18.0
891,554,14.0
554,204,6.0
204,694,19.0
694,132,6.0
132,458,17.0
458,497,20.0
497,378,18.0
378,188,17.0
188,698,23.0
698,289,19.0
289,212,5.0
212,278,17.0
278,297,18.0
297,404,8.0
404,808,16.0
808,367,16.0
367,410,5.0
410,233,8.0
233,038,11.0
038,334,10.0
334,144,9.0
144,942,15.0
942,173,11.0
173,038,11.0
038,634,13.0
634,279,18.0
279,023,5.0
023,950,14.0
950,596,20.0
596,173,11.0
173,499,22.0
499,329,14.0
329,975,21.0
975,784,19.0
784,320,5.0
320,932,14.0
932,347,14.0
347,303,6.0
303,915,15.0
915,907,16.0
907,610,7.0
610,407,11.0
407,695,20.0
695,661,13.0
661,308,11.0
308,823,13.0
823,790,16.0
790,099,18.0
099,139,13.0
139,618,15.0
618,380,11.0
380,703,10.0
703,695,20.0
695,489,21.0
489,869,23.0
869,659,20.0
659,387,18.0
387,244,10.0
244,195,15.0
195,712,10.0
712,641,11.0
641,007,7.0
007,695,20.0
695,323,8.0
323,598,22.0
598,909,18.0
909,706,13.0
706,119,11.0
119,249,15.0
249,396,18.0
396,041,5.0
041,273,12.0
273,033,6.0
033,634,13.0
634,041,5.0
041,017,8.0
017,691,16.0
691,920,11.0
920,151,7.0
151,278,17.0
278,784,19.0
784,839,20.0
839,174,12.0
174,498,21.0
498,336,12.0
336,912,12.0
912,753,15.0
753,813,12.0
813,989,26.0
989,761,14.0
761,941,14.0
941,625,13.0
625,503,8.0
503,435,12.0
435,688,22.0
688,787,22.0
787,250,7.0
250,560,11.0
560,393,15.0
393,619,16.0
619,732,12.0
732,107,8.0
107,691,16.0
691,453,12.0
453,753,15.0
753,862,16.0
862,641,11.0
641,123,6.0
123,957,21.0
957,134,8.0
134,594,18.0
594,914,14.0
914,708,15.0
708,762,15.0
762,843,15.0
843,936,18.0
936,308,11.0
308,703,10.0
703,326,11.0
326,425,11.0
425,631,10.0
631,981,18.0
981,679,22.0
679,340,7.0
340,336,12.0
336,650,11.0
650,100,1.0
100,480,12.0
480,238,13.0
238,043,7.0
043,699,24.0
699,900,9.0
900,126,9.0
126,282,12.0
282,061,7.0
061,551,11.0
551,217,10.0
217,414,9.0
414,532,10.0
532,348,15.0
348,704,11.0
704,824,14.0
824,622,10.0
622,875,20.0
875,405,9.0
405,954,18.0
954,111,3.0
111,473,14.0
473,099,18.0
099,249,15.0
249,967,22.0
967,282,12.0
282,289,19.0
289,640,10.0
640,635,14.0
635,261,9.0
261,075,12.0
075,908,17.0
908,717,15.0
717,644,14.0
644,845,17.0
845,777,21.0
777,815,14.0
815,020,2.0
020,650,11.0
650,896,23.0
896,643,13.0
643,075,12.0
075,001,1.0
001,181,10.0
181,450,9.0
450,062,8.0
062,356,14.0
356,803,11.0
803,754,16.0
754,039,12.0
039,741,12.0
741,126,9.0
126,543,12.0
543,941,14.0
941,553,13.0
553,328,13.0
328,949,22.0
949,641,11.0
641,528,15.0
528,731,11.0
731,739,19.0
739,851,14.0
851,606,12.0
606,383,14.0
383,692,17.0
692,010,1.0
010,557,17.0
557,701,8.0
701,519,15.0
519,143,8.0
143,248,14.0
248,960,15.0
960,468,18.0
468,968,23.0
968,981,18.0
981,606,12.0
606,387,18.0
387,778,22.0
778,592,16.0
592,293,14.0
293,026,8.0
026,416,11.0
416,280,10.0
280,324,9.0
324,110,2.0
110,624,12.0
624,729,18.0
729,916,16.0
916,699,24.0
699,521,8.0
521,278,17.0
278,563,14.0
563,531,9.0
531,447,15.0
447,349,16.0
349,938,20.0
938,324,9.0
324,180,9.0
180,815,14.0
815,802,10.0
802,353,11.0
353,583,16.0
583,952,16.0
952,709,16.0
709,581,14.0
581,671,14.0
671,159,15.0
159,273,12.0
273,879,24.0
879,261,9.0
261,258,15.0
258,475,16.0
475,344,11.0
344,356,14.0
356,391,13.0
391,438,15.0
438,993,21.0
993,461,11.0
461,680,14.0
680,997,25.0
997,232,7.0
232,229,13.0
229,612,9.0
612,134,8.0
134,655,16.0
655,642,12.0
642,070,7.0
070,079,16.0
079,014,5.0
014,254,11.0
254,624,12.0
624,369,18.0
369,996,24.0
996,261,9.0
261,980,17.0
980,434,11.0
434,070,7.0
070,369,18.0
369,451,10.0
451,373,13.0
373,819,18.0
819,818,17.0
818,607,13.0
607,698,23.0
698,764,17.0
764,939,21.0
939,286,16.0
286,785,20.0
785,860,14.0
860,111,3.0
111,628,16.0
628,869,23.0
869,403,7.0
403,010,1.0
010,008,8.0
008,318,12.0
318,656,17.0
656,516,12.0
516,899,26.0
899,849,21.0
849,473,14.0
473,392,14.0
392,602,8.0
602,751,13.0
751,475,16.0
475,120,3.0
120,271,10.0
271,256,13.0
256,657,18.0
657,236,11.0
236,888,24.0
888,361,10.0
361,232,7.0
232,628,16.0
628,920,11.0
920,100,1.0
100,896,23.0
896,795,21.0
795,696,21.0
696,999,27.0
999,977,23.0
977,020,2.0
020,508,13.0
508,577,19.0
577,915,15.0
915,864,18.0
864,144,9.0
144,981,18.0
981,612,9.0
612,845,17.0
845,706,13.0
706,011,2.0
011,446,14.0
446,755,17.0
755,790,16.0
790,828,18.0
828,191,11.0
191,705,12.0
705,777,21.0
777,334,10.0
334,787,22.0
787,752,14.0
752,019,10.0
019,914,14.0
914,082,10.0
082,963,18.0
963,320,5.0
320,118,10.0
118,064,10.0
064,555,15.0
555,889,25.0
889,722,11.0
722,835,16.0
835,178,16.0
178,514,10.0
514,967,22.0
967,668,20.0
668,873,18.0
873,319,13.0
319,995,23.0
995,498,21.0
498,313,7.0
313,831,12.0
831,887,23.0
887,899,26.0
899,764,17.0
764,957,21.0
957,462,12.0
462,899,26.0
899,267,15.0
267,107,8.0
107,264,12.0
264,107,8.0
107,454,13.0
454,432,9.0
432,811,10.0
811,683,17.0
683,952,16.0
952,671,14.0
671,290,11.0
290,187,16.0
187,145,10.0
145,234,9.0
234,810,9.0
810,801,9.0
801,550,10.0
550,065,11.0
065,884,20.0
884,566,17.0
566,199,19.0
199,365,14.0
365,053,8.0
053,216,9.0
216,241,7.0
241,205,7.0
205,896,23.0
896,701,8.0
701,508,13.0
508,547,16.0
547,253,10.0
253,635,14.0
635,090,9.0
090,313,7.0
313,644,14.0
644,988,25.0
988,925,16.0
925,905,14.0
905,553,13.0
553,131,5.0
131,577,19.0
577,580,13.0
580,813,12.0
813,781,16.0
781,651,12.0
651,416,11.0
416,774,18.0
774,713,11.0
713,408,12.0
408,224,8.0
224,663,15.0
663,878,23.0
878,519,15.0
519,870,15.0
870,119,11.0
119,731,11.0
731,417,12.0
417,281,11.0
281,702,9.0
702,381,12.0
381,141,6.0
141,605,11.0
605,773,17.0
773,743,14.0
743,503,8.0
503,498,21.0
498,864,18.0
864,672,15.0
672,313,7.0
313,511,7.0
511,306,9.0
306,601,7.0
601,189,18.0
189,567,18.0
567,133,7.0
133,030,3.0
030,039,12.0
039,823,13.0
823,297,18.0
297,847,19.0
847,037,10.0
037,222,6.0
222,827,17.0
827,188,17.0
188,411,6.0
411,451,10.0
451,660,12.0
660,430,7.0
430,275,14.0
275,022,4.0
022,750,12.0
750,331,7.0
331,461,11.0
461,197,17.0
197,980,17.0
980,880,16.0
880,360,9.0
360,812,11.0
812,755,17.0
755,339,15.0
339,182,11.0
182,239,14.0
239,378,18.0
378,231,6.0
231,661,13.0
661,001,1.0
001,685,19.0
685,471,12.0
471,218,11.0
218,055,10.0
055,313,7.0
313,097,16.0
097,971,17.0
971,259,16.0
259,599,23.0
599,240,6.0
240,274,13.0
274,227,11.0
227,784,19.0
784,079,16.0
079,607,13.0
607,716,14.0
716,771,15.0
771,598,22.0
598,844,16.0
844,405,9.0
405,451,10.0
451,871,16.0
871,988,25.0
988,474,15.0
474,758,20.0
758,415,10.0
415,241,7.0
241,139,13.0
139,674,17.0
674,776,20.0
776,936,18.0
936,438,15.0
438,887,23.0
887,326,11.0
326,309,12.0
309,268,16.0
268,796,22.0
796,746,17.0
746,565,16.0
565,367,16.0
367,634,13.0
634,349,16.0
349,899,26.0
899,836,17.0
836,955,19.0
955,314,8.0
314,472,13.0
472,947,20.0
947,718,16.0
718,178,16.0
178,069,15.0
069,224,8.0
224,810,9.0
810,622,10.0
622,491,14.0
491,301,4.0
301,288,18.0
288,490,13.0
490,840,12.0
840,680,14.0
680,561,12.0
561,807,15.0
807,196,16.0
196,158,14.0
158,757,19.0
757,442,10.0
442,688,22.0
688,799,25.0
799,368,17.0
368,547,16.0
547,827,17.0
827,285,15.0
285,640,10.0
640,889,25.0
889,569,20.0
569,856,19.0
856,783,18.0
783,464,14.0
464,395,17.0
395,622,10.0
622,197,17.0
197,163,10.0
163,683,17.0
683,043,7.0
043,472,13.0
472,799,25.0
799,636,15.0
636,656,17.0
656,861,15.0
861,224,8.0
224,521,8.0
521,794,20.0
794,076,13.0
076,094,13.0
094,043,7.0
043,833,14.0
833,275,14.0
275,744,15.0
744,178,16.0
178,150,6.0
150,711,9.0
711,117,9.0
117,278,17.0
278,367,16.0
367,283,13.0
283,452,11.0
452,068,14.0
068,218,11.0
218,875,20.0
875,325,10.0
325,982,19.0
982,700,7.0
700,731,11.0
731,909,18.0
909,902,11.0
902,027,9.0
027,656,17.0
656,207,9.0
207,402,6.0
402,764,17.0
764,047,11.0
047,660,12.0
660,599,23.0
599,730,10.0
730,919,19.0
919,055,10.0
055,053,8.0
053,031,4.0
031,937,19.0
937,029,11.0
029,047,11.0
047,245,11.0
245,610,7.0
610,371,11.0
371,773,17.0
773,713,11.0
713,515,11.0
515,727,16.0
727,505,10.0
505,223,7.0
223,771,15.0
771,522,9.0
522,998,26.0
998,351,9.0
351,695,20.0
695,209,11.0
209,614,11.0
614,797,23.0
797,773,17.0
773,370,10.0
370,649,19.0
649,917,17.0
917,668,20.0
668,513,9.0
513,407,11.0
407,142,7.0
142,437,14.0
437,330,6.0
330,287,17.0
287,614,11.0
614,785,20.0
785,362,11.0
362,088,16.0
088,978,24.0
978,288,18.0
288,935,17.0
935,945,18.0
945,667,19.0
667,974,20.0
974,182,11.0
182,774,18.0
774,382,13.0
382,041,5.0
041,678,21.0
678,312,6.0
312,713,11.0
713,192,12.0
192,308,11.0
308,296,17.0
296,963,18.0
963,461,11.0
461,429,15.0
429,642,12.0
642,391,13.0
391,474,15.0
474,041,5.0
041,949,22.0
949,605,11.0
605,213,6.0
213,605,11.0
605,557,17.0
557,011,2.0
011,161,8.0
161,924,15.0
924,829,19.0
829,817,16.0
817,081,9.0
081,802,10.0
802,073,10.0
073,076,13.0
076,475,16.0
475,100,1.0
100,738,18.0
738,667,19.0
667,139,13.0
139,670,13.0
670,150,6.0
150,684,18.0
684,339,15.0
339,524,11.0
524,066,12.0
066,209,11.0
209,669,21.0
669,460,10.0
460,897,24.0
897,361,10.0
361,370,10.0
370,478,19.0
478,392,14.0
392,275,14.0
275,942,15.0
942,621,9.0
621,162,9.0
162,582,15.0
582,502,7.0
502,395,17.0
395,304,7.0
304,941,14.0
941,988,25.0
988,578,20.0
578,551,11.0
551,718,16.0
718,194,14.0
194,767,20.0
767,395,17.0
395,031,4.0
031,298,19.0
298,902,11.0
902,424,10.0
424,180,9.0
180,281,11.0
281,708,15.0
708,714,12.0
714,627,15.0
627,608,14.0
608,122,5.0
122,876,21.0
876,124,7.0
124,143,8.0
143,411,6.0
411,552,12.0
552,425,11.0
425,260,8.0
260,430,7.0
430,330,6.0
330,580,13.0
580,283,13.0
283,119,11.0
119,803,11.0
803,688,22.0
688,681,15.0
681,855,18.0
855,703,10.0
703,675,18.0
675,902,11.0
902,689,23.0
689,444,12.0
444,672,15.0
672,384,15.0
384,628,16.0
628,859,22.0
859,238,13.0
238,354,12.0
354,938,20.0
938,175,13.0
175,770,14.0
770,447,15.0
447,553,13.0
553,697,22.0
697,585,18.0
585,194,14.0
194,241,7.0
241,258,15.0
258,657,18.0
657,272,11.0
272,284,14.0
284,648,18.0
648,627,15.0
627,363,12.0
363,583,16.0
583,648,18.0
648,980,17.0
980,832,13.0
832,883,19.0
883,895,22.0
895,626,14.0
626,531,9.0
531,208,10.0
208,411,6.0
411,597,21.0
597,858,21.0
858,965,20.0
965,876,21.0
876,284,14.0
284,636,15.0
636,397,19.0
397,987,24.0
987,804,12.0
804,806,14.0
806,199,19.0
199,130,4.0
130,077,14.0
077,260,8.0
260,685,19.0
685,347,14.0
347,659,20.0
659,359,17.0
359,843,15.0
843,631,10.0
631,630,9.0
630,279,18.0
279,481,13.0
481,986,23.0
986,316,10.0
316,466,16.0
466,341,8.0
341,668,20.0
668,587,20.0
587,946,19.0
946,045,9.0
045,312,6.0
312,411,6.0
411,575,17.0
575,419,14.0
419,677,20.0
677,115,7.0
115,392,14.0
392,821,11.0
821,391,13.0
391,107,8.0
107,262,10.0
262,180,9.0
180,578,20.0
578,367,16.0
367,612,9.0
612,077,14.0
077,244,10.0
244,594,18.0
594,921,12.0
921,901,10.0
901,764,17.0
764,587,20.0
587,169,16.0
169,840,12.0
840,409,13.0
409,085,13.0
085,650,11.0
650,139,13.0
139,870,15.0
870,211,4.0
211,145,10.0
145,780,15.0
780,341,8.0
341,588,21.0
588,852,15.0
852,701,8.0
701,315,9.0
315,499,22.0
499,743,14.0
743,758,20.0
758,383,14.0
383,182,11.0
182,829,19.0
829,910,10.0
910,645,15.0
645,243,9.0
243,124,7.0
124,429,15.0
429,487,19.0
487,768,21.0
768,965,20.0
965,960,15.0
960,669,21.0
669,970,16.0
970,613,10.0
613,957,21.0
957,250,7.0
250,352,10.0
352,892,19.0
892,170,8.0
170,286,16.0
286,548,17.0
548,389,20.0
389,738,18.0
738,553,13.0
553,285,15.0
285,998,26.0
998,303,6.0
303,495,18.0
495,482,14.0
482,506,11.0
506,404,8.0
404,030,3.0
030,056,11.0
056,623,11.0
623,558,18.0
558,521,8.0
521,934,16.0
934,544,13.0
544,670,13.0
670,206,8.0
206,630,9.0
630,712,10.0
712,559,19.0
559,146,11.0
146,921,12.0
921,036,9.0
036,662,14.0
662,537,15.0
537,911,11.0
911,652,13.0
652,968,23.0
968,072,9.0
072,693,18.0
693,208,10.0
208,361,10.0
361,742,13.0
742,300,3.0
300,819,18.0
819,977,23.0
977,871,16.0
871,210,3.0
210,502,7.0
502,386,17.0
386,761,14.0
761,257,14.0
257,700,7.0
700,793,19.0
793,310,4.0
310,757,19.0
757,392,14.0
392,214,7.0
214,903,12.0
903,248,14.0
248,236,11.0
236,585,18.0
585,854,17.0
854,156,12.0
156,702,9.0
702,068,14.0
068,478,19.0
478,004,4.0
004,809,17.0
809,630,9.0
630,723,12.0
723,335,11.0
335,444,12.0
444,256,13.0
256,204,6.0
204,488,20.0
488,618,15.0
618,805,13.0
805,774,18.0
774,300,3.0
300,683,17.0
683,344,11.0
344,303,6.0
303,969,24.0
969,875,20.0
875,087,15.0
087,610,7.0
610,474,15.0
474,057,12.0
057,224,8.0
224,742,13.0
742,945,18.0
945,613,10.0
613,368,17.0
368,319,13.0
319,645,15.0
645,432,9.0
432,590,14.0
590,283,13.0
283,992,20.0
992,755,17.0
755,955,19.0
955,643,13.0
643,634,13.0
634,687,21.0
687,968,23.0
968,320,5.0
320,164,11.0
164,293,14.0
293,024,6.0
024,185,14.0
185,176,14.0
176,726,15.0
726,322,7.0
322,524,11.0
524,574,16.0
574,554,14.0
554,019,10.0
019,072,9.0
072,149,14.0
149,776,20.0
776,899,26.0
899,980,17.0
980,805,13.0
805,867,21.0
867,517,13.0
517,030,3.0
030,423,9.0
423,008,8.0
008,680,14.0
680,789,24.0
789,423,9.0
423,224,8.0
224,004,4.0
004,529,16.0
529,957,21.0
957,405,9.0
405,233,8.0
233,863,17.0
863,167,14.0
167,114,6.0
114,648,18.0
648,987,24.0
987,573,15.0
573,460,10.0
460,244,10.0
244,197,17.0
197,088,16.0
088,899,26.0
899,711,9.0
711,898,25.0
898,784,19.0
784,358,16.0
358,271,10.0
271,982,19.0
982,378,18.0
378,694,19.0
694,291,12.0
291,860,14.0
860,212,5.0
212,289,19.0
289,882,18.0
882,776,20.0
776,383,14.0
383,207,9.0
207,732,12.0
732,803,11.0
803,943,16.0
943,342,9.0
342,198,18.0
198,956,20.0
956,093,12.0
093,667,19.0
667,323,8.0
323,740,11.0
740,748,19.0
748,200,2.0
200,192,12.0
192,165,12.0
165,169,16.0
169,547,16.0
547,846,18.0
846,005,5.0
005,194,14.0
194,409,13.0
409,134,8.0
134,393,15.0
393,954,18.0
954,250,7.0
250,600,6.0
600,568,19.0
568,309,12.0
309,385,16.0
385,295,16.0
295,166,13.0
166,414,9.0
414,051,6.0
051,552,12.0
552,373,13.0
373,748,19.0
748,681,15.0
681,643,13.0
643,227,11.0
227,626,14.0
626,413,8.0
413,055,10.0
055,398,20.0
398,598,22.0
598,295,16.0
295,956,20.0
956,683,17.0
683,573,15.0
573,753,15.0
753,904,13.0
904,307,10.0
307,115,7.0
115,559,19.0
559,906,15.0
906,742,13.0
742,393,15.0
393,361,10.0
361,528,15.0
528,718,16.0
718,569,20.0
569,091,10.0
091,117,9.0
117,874,19.0
874,714,12.0
714,625,13.0
625,846,18.0
846,367,16.0
367,441,9.0
441,468,18.0
468,962,17.0
962,003,3.0
003,410,5.0
410,427,13.0
427,550,10.0
550,884,20.0
884,579,21.0
579,811,10.0
811,260,8.0
260,999,27.0
999,630,9.0
630,232,7.0
232,112,4.0
112,965,20.0
965,383,14.0
383,157,13.0
157,826,16.0
826,660,12.0
660,082,10.0
082,749,20.0
749,139,13.0
139,928,19.0
928,044,8.0
044,473,14.0
473,493,16.0
493,798,24.0
798,506,11.0
506,300,3.0
300,603,9.0
603,498,21.0
498,573,15.0
573,814,13.0
814,566,17.0
566,115,7.0
115,100,1.0
100,398,20.0
398,806,14.0
806,493,16.0
493,170,8.0
170,315,9.0
315,719,17.0
719,026,8.0
026,020,2.0
020,188,17.0
188,170,8.0
170,916,16.0
916,487,19.0
487,693,18.0
693,944,17.0
944,248,14.0
248,642,12.0
642,368,17.0
368,927,18.0
927,169,16.0
169,307,10.0
307,185,14.0
185,714,12.0
714,506,11.0
506,406,10.0
406,890,17.0
890,128,11.0
128,344,11.0
344,556,16.0
556,242,8.0
242,042,6.0
042,300,3.0
300,732,12.0
732,104,5.0
104,292,13.0
292,537,15.0
537,210,3.0
210,098,17.0
098,613,10.0
613,383,14.0
383,775,19.0
775,296,17.0
296,349,16.0
349,288,18.0
288,149,14.0
149,943,16.0
943,736,16.0
736,452,11.0
452,825,15.0
825,843,15.0
843,464,14.0
464,389,20.0
389,890,17.0
890,060,6.0
060,930,12.0
930,782,17.0
782,592,16.0
592,907,16.0
907,579,21.0
579,627,15.0
627,231,6.0
231,850,13.0
850,228,12.0
228,329,14.0
329,155,11.0
155,798,24.0
798,991,19.0
991,020,2.0
020,849,21.0
849,667,19.0
667,410,5.0
410,510,6.0
510,963,18.0
963,832,13.0
832,465,15.0
465,073,10.0
073,569,20.0
569,451,10.0
451,393,15.0
393,808,16.0
808,407,11.0
407,901,10.0
901,171,9.0
171,836,17.0
836,996,24.0
996,466,16.0
466,418,13.0
418,167,14.0
167,343,10.0
343,985,22.0
985,492,15.0
492,484,16.0
484,014,5.0
014,203,5.0
203,536,14.0
536,921,12.0
921,338,14.0
338,450,9.0
450,759,21.0
759,792,18.0
792,039,12.0
039,215,8.0
215,028,10.0
028,737,17.0
737,632,11.0
632,137,11.0
137,955,19.0
955,192,12.0
192,381,12.0
381,034,7.0
034,895,22.0
895,693,18.0
693,721,10.0
721,602,8.0
602,249,15.0
249,857,20.0
857,466,16.0
466,780,15.0
780,032,5.0
032,184,13.0
184,174,12.0
174,617,14.0
617,288,18.0
288,222,6.0
222,831,12.0
831,360,9.0
360,235,10.0
235,115,7.0
115,770,14.0
770,832,13.0
832,041,5.0
041,328,13.0
328,176,14.0
176,641,11.0
641,669,21.0
669,675,18.0
675,549,18.0
549,251,8.0
251,082,10.0
082,243,9.0
243,139,13.0
139,456,15.0
456,497,20.0
497,564,15.0
564,556,16.0
556,676,19.0
676,556,16.0
556,636,15.0
636,290,11.0
290,784,19.0
784,966,21.0
966,039,12.0
039,318,12.0
318,536,14.0
536,496,19.0
496,851,14.0
851,549,18.0
549,639,18.0
639,640,10.0
640,364,13.0
364,658,19.0
658,632,11.0
632,330,6.0
330,277,16.0
277,849,21.0
849,762,15.0
762,732,12.0
732,149,14.0
149,113,5.0
113,308,11.0
308,857,20.0
857,540,9.0
540,268,16.0
268,807,15.0
807,250,7.0
250,918,18.0
918,929,20.0
929,866,20.0
866,347,14.0
347,380,11.0
380,038,11.0
038,228,12.0
228,417,12.0
417,922,13.0
922,688,22.0
688,209,11.0
209,632,11.0
632,921,12.0
921,556,16.0
556,147,12.0
147,457,16.0
457,622,10.0
622,760,13.0
760,166,13.0
166,670,13.0
670,203,5.0
203,309,12.0
309,554,14.0
554,194,14.0
194,546,15.0
546,636,15.0
636,779,23.0
779,823,13.0
823,123,6.0
123,035,8.0
035,676,19.0
676,266,14.0
266,851,14.0
851,576,18.0
576,992,20.0
992,896,23.0
896,293,14.0
293,296,17.0
296,373,13.0
373,204,6.0
204,046,10.0
046,294,15.0
294,097,16.0
097,576,18.0
576,250,7.0
250,493,16.0
493,006,6.0
006,744,15.0
744,523,10.0
523,382,13.0
382,534,12.0
534,595,19.0
595,644,14.0
644,310,4.0
310,814,13.0
814,656,17.0
656,114,6.0
114,889,25.0
889,524,11.0
524,936,18.0
936,428,14.0
428,286,16.0
286,110,2.0
110,315,9.0
315,709,16.0
709,371,11.0
371,181,10.0
181,743,14.0
743,831,12.0
831,743,14.0
743,899,26.0
899,071,8.0
071,921,12.0
921,974,20.0
974,057,12.0
057,042,6.0
042,150,6.0
150,764,17.0
764,317,11.0
317,706,13.0
706,539,17.0
539,925,16.0
925,408,12.0
408,156,12.0
156,407,11.0
407,103,4.0
103,005,5.0
005,061,7.0
061,646,16.0
646,199,19.0
199,099,18.0
099,034,7.0
034,094,13.0
094,271,10.0
271,304,7.0
304,997,25.0
997,756,18.0
756,166,13.0
166,866,20.0
866,438,15.0
438,718,16.0
718,538,16.0
538,021,3.0
021,994,22.0
994,468,18.0
468,447,15.0
447,267,15.0
267,667,19.0
667,989,26.0
989,140,5.0
140,992,20.0
992,625,13.0
625,339,15.0
339,343,10.0
343,181,10.0
181,419,14.0
419,797,23.0
797,799,25.0
799,869,23.0
869,401,5.0
401,442,10.0
442,340,7.0
340,913,13.0
913,773,17.0
773,694,19.0
694,132,6.0
132,203,5.0
203,466,16.0
466,670,13.0
670,195,15.0
195,023,5.0
023,412,7.0
412,690,15.0
690,514,10.0
514,578,20.0
578,749,20.0
749,936,18.0
936,237,12.0
237,572,14.0
572,247,13.0
247,167,14.0
167,810,9.0
810,307,10.0
307,739,19.0
739,332,8.0
332,422,8.0
422,418,13.0
418,897,24.0
897,708,15.0
708,908,17.0
908,333,9.0
333,149,14.0
149,108,9.0
108,485,17.0
485,879,24.0
879,652,13.0
652,573,15.0
573,093,12.0
093,099,18.0
099,351,9.0
351,098,17.0
098,152,8.0
152,565,16.0
565,253,10.0
253,873,18.0
873,284,14.0
284,965,20.0
965,297,18.0
297,547,16.0
547,843,15.0
843,393,15.0
393,641,11.0
641,613,10.0
613,030,3.0
030,265,13.0
265,295,16.0
295,108,9.0
108,583,16.0
583,398,20.0
398,803,11.0
803,632,11.0
632,503,8.0
503,619,16.0
619,639,18.0
639,877,22.0
877,626,14.0
626,346,13.0
346,944,17.0
944,928,19.0
928,558,18.0
558,964,19.0
964,083,11.0
083,252,9.0
252,484,16.0
484,247,13.0
247,309,12.0
309,921,12.0
921,245,11.0
245,861,15.0
861,847,19.0
847,277,16.0
277,921,12.0
921,127,10.0
127,694,19.0
694,327,12.0
327,976,22.0
976,875,20.0
875,887,23.0
887,769,22.0
769,242,8.0
242,661,13.0
661,012,3.0
012,405,9.0
405,212,5.0
212,112,4.0
112,364,13.0
364,651,12.0
651,643,13.0
643,832,13.0
832,369,18.0
369,962,17.0
962,543,12.0
543,162,9.0
162,015,6.0
015,862,16.0
862,267,15.0
267,843,15.0
843,746,17.0
746,802,10.0
802,140,5.0
140,828,18.0
828,031,4.0
031,732,12.0
732,502,7.0
502,197,17.0
197,628,16.0
628,923,14.0
923,185,14.0
185,349,16.0
349,214,7.0
214,390,12.0
390,036,9.0
036,537,15.0
537,517,13.0
517,748,19.0
748,987,24.0
987,698,23.0
698,347,14.0
347,659,20.0
659,527,14.0
527,290,11.0
290,368,17.0
368,431,8.0
431,985,22.0
985,507,12.0
507,143,8.0
143,108,9.0
108,234,9.0
234,585,18.0
585,694,19.0
694,436,13.0
436,100,1.0
100,518,14.0
518,665,17.0
665,339,15.0
339,086,14.0
086,850,13.0
850,070,7.0
070,383,14.0
383,810,9.0
810,645,15.0
645,120,3.0
120,758,20.0
758,728,17.0
728,436,13.0
436,382,13.0
382,990,18.0
990,301,4.0
301,077,14.0
077,695,20.0
695,413,8.0
413,405,9.0
405,996,24.0
996,861,15.0
861,870,15.0
870,588,21.0
588,668,20.0
668,002,2.0
002,553,13.0
553,220,4.0
220,549,18.0
549,080,8.0
080,363,12.0
363,544,13.0
544,973,19.0
973,912,12.0
912,618,15.0
618,116,8.0
116,325,10.0
325,922,13.0
922,482,14.0
482,457,16.0
457,122,5.0
122,388,19.0
388,606,12.0
606,537,15.0
537,841,13.0
841,069,15.0
069,795,21.0
795,759,21.0
759,757,19.0
757,693,18.0
693,856,19.0
856,193,13.0
193,648,18.0
648,775,19.0
775,478,19.0
478,128,11.0
128,023,5.0
023,763,16.0
763,492,15.0
492,269,17.0
269,096,15.0
096,608,14.0
608,607,13.0
607,712,10.0
712,103,4.0
103,663,15.0
663,355,13.0
355,302,5.0
302,035,8.0
035,808,16.0
808,875,20.0
875,642,12.0
642,493,16.0
493,026,8.0
026,723,12.0
723,525,12.0
525,001,1.0
001,664,16.0
664,470,11.0
