date,issue,x,y,z
2014-12-25,2014351,5,0,5
2014-12-24,2014350,2,2,3
2014-12-23,2014349,7,7,1
2014-12-22,2014348,5,2,2
2014-12-21,2014347,9,9,8
2014-12-20,2014346,3,5,1
2014-12-19,2014345,6,9,5
2014-12-18,2014344,2,0,9
2014-12-17,2014343,6,1,4
2014-12-16,2014342,7,9,7
2014-12-15,2014341,7,7,3
2014-12-14,2014340,3,7,0
2014-12-13,2014339,6,4,9
2014-12-12,2014338,9,1,7
2014-12-11,2014337,6,6,8
2014-12-10,2014336,5,1,3
2014-12-09,2014335,4,0,7
2014-12-08,2014334,1,4,2
2014-12-07,2014333,4,3,7
2014-12-06,2014332,3,3,0
2014-12-05,2014331,2,8,7
2014-12-04,2014330,6,1,4
2014-12-03,2014329,7,8,5
2014-12-02,2014328,3,6,2
2014-12-01,2014327,0,8,8
2014-11-30,2014326,9,7,8
2014-11-29,2014325,2,8,8
2014-11-28,2014324,9,3,5
2014-11-27,2014323,9,4,5
2014-11-26,2014322,6,6,7
2014-11-25,2014321,9,7,4
2014-11-24,2014320,1,8,2
2014-11-23,2014319,7,7,4
2014-11-22,2014318,3,8,2
2014-11-21,2014317,0,4,1
2014-11-20,2014316,6,7,8
2014-11-19,2014315,3,1,2
2014-11-18,2014314,7,1,3
2014-11-17,2014313,1,9,2
2014-11-16,2014312,3,0,8
2014-11-15,2014311,2,9,6
2014-11-14,2014310,9,6,3
2014-11-13,2014309,4,6,1
2014-11-12,2014308,4,2,9
2014-11-11,2014307,6,4,2
2014-11-10,2014306,3,9,1
2014-11-09,2014305,4,7,4
2014-11-08,2014304,0,4,1
2014-11-07,2014303,9,4,9
2014-11-06,2014302,6,0,5
2014-11-05,2014301,2,1,3
2014-11-04,2014300,6,0,5
2014-11-03,2014299,5,5,7
2014-11-02,2014298,0,1,1
2014-11-01,2014297,1,6,1
2014-10-31,2014296,9,2,4
2014-10-30,2014295,8,2,9
2014-10-29,2014294,8,1,7
2014-10-28,2014293,0,8,1
2014-10-27,2014292,8,0,2
2014-10-26,2014291,0,7,3
2014-10-25,2014290,0,7,6
2014-10-24,2014289,4,7,5
2014-10-23,2014288,1,0,0
2014-10-22,2014287,7,3,8
2014-10-21,2014286,6,6,7
2014-10-20,2014285,1,3,9
2014-10-19,2014284,6,7,0
2014-10-18,2014283,1,5,0
2014-10-17,2014282,6,8,4
2014-10-16,2014281,3,3,9
2014-10-15,2014280,5,2,4
2014-10-14,2014279,0,6,6
2014-10-13,2014278,2,0,9
2014-10-12,2014277,6,6,9
2014-10-11,2014276,4,6,0
2014-10-10,2014275,8,9,7
2014-10-09,2014274,3,6,1
2014-10-08,2014273,3,7,0
2014-10-07,2014272,4,7,8
2014-10-06,2014271,3,9,2
2014-10-05,2014270,2,7,5
2014-10-04,2014269,9,4,2
2014-10-03,2014268,6,2,1
2014-10-02,2014267,1,6,2
2014-10-01,2014266,5,8,2
2014-09-30,2014265,5,0,2
2014-09-29,2014264,3,9,5
2014-09-28,2014263,3,0,4
2014-09-27,2014262,9,4,1
2014-09-26,2014261,9,8,8
2014-09-25,2014260,5,7,8
2014-09-24,2014259,5,5,1
2014-09-23,2014258,7,1,8
2014-09-22,2014257,1,9,4
2014-09-21,2014256,7,6,7
2014-09-20,2014255,3,9,5
2014-09-19,2014254,0,3,1
2014-09-18,2014253,2,9,8
2014-09-17,2014252,9,0,2
2014-09-16,2014251,4,2,4
2014-09-15,2014250,1,8,0
2014-09-14,2014249,2,8,1
2014-09-13,2014248,7,0,8
2014-09-12,2014247,7,1,4
2014-09-11,2014246,6,2,7
2014-09-10,2014245,6,0,8
2014-09-09,2014244,1,2,2
2014-09-08,2014243,8,7,6
2014-09-07,2014242,1,2,4
2014-09-06,2014241,1,4,3
2014-09-05,2014240,4,1,1
2014-09-04,2014239,5,5,2
2014-09-03,2014238,4,2,5
2014-09-02,2014237,2,6,0
2014-09-01,2014236,4,3,0
2014-08-31,2014235,3,3,0
2014-08-30,2014234,5,8,0
2014-08-29,2014233,2,8,3
2014-08-28,2014232,1,1,9
2014-08-27,2014231,8,0,3
2014-08-26,2014230,6,8,8
2014-08-25,2014229,6,8,1
2014-08-24,2014228,8,5,5
2014-08-23,2014227,7,0,3
2014-08-22,2014226,6,7,5
2014-08-21,2014225,9,0,2
2014-08-20,2014224,6,8,9
2014-08-19,2014223,4,4,4
2014-08-18,2014222,6,7,2
2014-08-17,2014221,3,8,4
2014-08-16,2014220,6,2,8
2014-08-15,2014219,8,5,9
2014-08-14,2014218,2,3,8
2014-08-13,2014217,3,5,4
2014-08-12,2014216,9,3,8
2014-08-11,2014215,1,7,5
2014-08-10,2014214,7,7,0
2014-08-09,2014213,4,4,7
2014-08-08,2014212,5,5,3
2014-08-07,2014211,6,9,7
2014-08-06,2014210,5,8,5
2014-08-05,2014209,1,9,4
2014-08-04,2014208,2,4,1
2014-08-03,2014207,2,5,8
2014-08-02,2014206,6,5,7
2014-08-01,2014205,2,7,2
2014-07-31,2014204,2,8,4
2014-07-30,2014203,6,4,8
2014-07-29,2014202,6,2,7
2014-07-28,2014201,3,6,3
2014-07-27,2014200,5,8,3
2014-07-26,2014199,6,4,8
2014-07-25,2014198,9,8,0
2014-07-24,2014197,8,3,2
2014-07-23,2014196,8,8,3
2014-07-22,2014195,8,9,5
2014-07-21,2014194,6,2,6
2014-07-20,2014193,5,3,1
2014-07-19,2014192,2,0,8
2014-07-18,2014191,4,1,1
2014-07-17,2014190,5,9,7
2014-07-16,2014189,8,5,8
2014-07-15,2014188,9,6,5
2014-07-14,2014187,8,7,6
2014-07-13,2014186,2,8,4
2014-07-12,2014185,6,3,6
2014-07-11,2014184,3,9,7
2014-07-10,2014183,9,8,7
2014-07-09,2014182,8,0,4
2014-07-08,2014181,8,0,6
2014-07-07,2014180,1,9,9
2014-07-06,2014179,1,3,0
2014-07-05,2014178,0,7,7
2014-07-04,2014177,2,6,0
2014-07-03,2014176,6,8,5
2014-07-02,2014175,3,4,7
2014-07-01,2014174,6,5,9
2014-06-30,2014173,3,5,9
2014-06-29,2014172,8,4,3
2014-06-28,2014171,6,3,1
2014-06-27,2014170,6,3,0
2014-06-26,2014169,2,7,9
2014-06-25,2014168,4,8,1
2014-06-24,2014167,9,8,6
2014-06-23,2014166,3,1,6
2014-06-22,2014165,4,6,6
2014-06-21,2014164,3,4,1
2014-06-20,2014163,6,6,8
2014-06-19,2014162,5,8,7
2014-06-18,2014161,9,4,6
2014-06-17,2014160,0,4,5
2014-06-16,2014159,3,1,2
2014-06-15,2014158,4,1,1
2014-06-14,2014157,5,7,5
2014-06-13,2014156,4,1,9
2014-06-12,2014155,6,7,7
2014-06-11,2014154,1,1,5
2014-06-10,2014153,3,9,2
2014-06-09,2014152,8,2,1
2014-06-08,2014151,3,9,1
2014-06-07,2014150,1,0,7
2014-06-06,2014149,2,6,2
2014-06-05,2014148,1,8,0
2014-06-04,2014147,5,7,8
2014-06-03,2014146,3,6,7
2014-06-02,2014145,6,1,2
2014-06-01,2014144,0,7,7
2014-05-31,2014143,2,4,4
2014-05-30,2014142,5,9,4
2014-05-29,2014141,9,2,1
2014-05-28,2014140,9,0,1
2014-05-27,2014139,7,6,4
2014-05-26,2014138,5,8,7
2014-05-25,2014137,1,6,9
2014-05-24,2014136,8,4,0
2014-05-23,2014135,4,0,9
2014-05-22,2014134,0,8,5
2014-05-21,2014133,6,5,0
2014-05-20,2014132,1,3,9
2014-05-19,2014131,8,7,0
2014-05-18,2014130,2,1,1
2014-05-17,2014129,1,4,5
2014-05-16,2014128,7,8,0
2014-05-15,2014127,3,4,1
2014-05-14,2014126,5,8,8
2014-05-13,2014125,8,5,2
2014-05-12,2014124,7,0,1
2014-05-11,2014123,3,1,5
2014-05-10,2014122,4,9,9
2014-05-09,2014121,7,4,3
2014-05-08,2014120,7,5,8
2014-05-07,2014119,3,8,3
2014-05-06,2014118,1,8,2
2014-05-05,2014117,8,2,9
2014-05-04,2014116,9,1,0
2014-05-03,2014115,6,4,5
2014-05-02,2014114,2,4,3
2014-05-01,2014113,1,2,4
2014-04-30,2014112,4,2,9
2014-04-29,2014111,4,8,7
2014-04-28,2014110,7,6,8
2014-04-27,2014109,9,6,5
2014-04-26,2014108,9,6,0
2014-04-25,2014107,6,6,9
2014-04-24,2014106,9,7,0
2014-04-23,2014105,6,1,3
2014-04-22,2014104,9,5,7
2014-04-21,2014103,2,5,0
2014-04-20,2014102,3,5,2
2014-04-19,2014101,8,9,2
2014-04-18,2014100,1,7,0
2014-04-17,2014099,2,8,6
2014-04-16,2014098,5,4,8
2014-04-15,2014097,3,8,9
2014-04-14,2014096,7,3,8
2014-04-13,2014095,5,5,3
2014-04-12,2014094,2,8,5
2014-04-11,2014093,9,9,8
2014-04-10,2014092,3,0,3
2014-04-09,2014091,4,9,5
2014-04-08,2014090,4,8,2
2014-04-07,2014089,5,0,6
2014-04-06,2014088,4,0,4
2014-04-05,2014087,0,3,0
2014-04-04,2014086,0,5,6
2014-04-03,2014085,6,2,3
2014-04-02,2014084,5,5,8
2014-04-01,2014083,5,2,1
2014-03-31,2014082,9,3,4
2014-03-30,2014081,5,4,4
2014-03-29,2014080,6,7,0
2014-03-28,2014079,2,0,6
2014-03-27,2014078,6,3,0
2014-03-26,2014077,7,1,2
2014-03-25,2014076,5,5,9
2014-03-24,2014075,1,4,6
2014-03-23,2014074,9,2,1
2014-03-22,2014073,0,3,6
2014-03-21,2014072,6,6,2
2014-03-20,2014071,5,3,7
2014-03-19,2014070,9,1,1
2014-03-18,2014069,6,5,2
2014-03-17,2014068,9,6,8
2014-03-16,2014067,0,7,2
2014-03-15,2014066,6,9,3
2014-03-14,2014065,2,0,8
2014-03-13,2014064,3,6,1
2014-03-12,2014063,7,4,2
2014-03-11,2014062,3,0,0
2014-03-10,2014061,8,1,9
2014-03-09,2014060,9,7,7
2014-03-08,2014059,8,7,1
2014-03-07,2014058,2,1,0
2014-03-06,2014057,5,0,2
2014-03-05,2014056,3,8,6
2014-03-04,2014055,7,6,1
2014-03-03,2014054,2,5,7
2014-03-02,2014053,7,0,0
2014-03-01,2014052,7,9,3
2014-02-28,2014051,3,1,0
2014-02-27,2014050,7,5,7
2014-02-26,2014049,3,9,2
2014-02-25,2014048,2,1,4
2014-02-24,2014047,9,0,3
2014-02-23,2014046,2,4,8
2014-02-22,2014045,2,3,6
2014-02-21,2014044,5,8,5
2014-02-20,2014043,8,5,4
2014-02-19,2014042,1,5,6
2014-02-18,2014041,7,0,2
2014-02-17,2014040,0,6,8
2014-02-16,2014039,4,7,8
2014-02-15,2014038,0,0,4
2014-02-14,2014037,8,0,9
2014-02-13,2014036,6,3,0
2014-02-12,2014035,7,2,3
2014-02-11,2014034,3,3,5
2014-02-10,2014033,4,4,4
2014-02-09,2014032,2,5,6
2014-02-08,2014031,2,0,4
2014-02-07,2014030,4,8,8
2014-01-29,2014029,6,1,8
2014-01-28,2014028,8,0,5
2014-01-27,2014027,7,7,4
2014-01-26,2014026,3,0,0
2014-01-25,2014025,6,8,3
2014-01-24,2014024,3,4,4
2014-01-23,2014023,3,0,3
2014-01-22,2014022,9,6,9
2014-01-21,2014021,8,7,5
2014-01-20,2014020,0,8,7
2014-01-19,2014019,6,1,0
2014-01-18,2014018,4,7,4
2014-01-17,2014017,0,5,7
2014-01-16,2014016,2,2,4
2014-01-15,2014015,7,4,2
2014-01-14,2014014,9,4,5
2014-01-13,2014013,6,1,3
2014-01-12,2014012,3,6,8
2014-01-11,2014011,3,1,9
2014-01-10,2014010,6,4,5
2014-01-09,2014009,4,3,2
2014-01-08,2014008,5,9,0
2014-01-07,2014007,2,8,3
2014-01-06,2014006,9,9,2
2014-01-05,2014005,7,5,5
2014-01-04,2014004,9,5,5
2014-01-03,2014003,6,4,3
2014-01-02,2014002,6,3,4
2014-01-01,2014001,6,8,7
2013-12-31,2013358,9,6,8
2013-12-30,2013357,3,2,0
2013-12-29,2013356,1,6,4
2013-12-28,2013355,2,9,3
2013-12-27,2013354,0,2,4
2013-12-26,2013353,1,8,5
2013-12-25,2013352,1,7,6
2013-12-24,2013351,7,2,6
2013-12-23,2013350,3,2,2
2013-12-22,2013349,5,2,4
2013-12-21,2013348,5,7,4
2013-12-20,2013347,5,5,4
2013-12-19,2013346,0,1,9
2013-12-18,2013345,0,7,2
2013-12-17,2013344,1,4,9
2013-12-16,2013343,7,7,6
2013-12-15,2013342,8,9,9
2013-12-14,2013341,9,8,0
2013-12-13,2013340,8,0,5
2013-12-12,2013339,8,6,7
2013-12-11,2013338,5,1,7
2013-12-10,2013337,0,3,0
2013-12-09,2013336,4,2,3
2013-12-08,2013335,0,0,8
2013-12-07,2013334,6,8,0
2013-12-06,2013333,7,8,9
2013-12-05,2013332,4,2,3
2013-12-04,2013331,2,2,4
2013-12-03,2013330,0,0,4
2013-12-02,2013329,5,2,9
2013-12-01,2013328,9,5,7
2013-11-30,2013327,4,0,5
2013-11-29,2013326,2,3,3
2013-11-28,2013325,8,6,3
2013-11-27,2013324,1,6,7
2013-11-26,2013323,1,1,4
2013-11-25,2013322,6,4,8
2013-11-24,2013321,9,8,7
2013-11-23,2013320,5,7,3
2013-11-22,2013319,4,6,0
2013-11-21,2013318,2,4,4
2013-11-20,2013317,1,9,7
2013-11-19,2013316,0,8,8
2013-11-18,2013315,8,9,9
2013-11-17,2013314,7,1,1
2013-11-16,2013313,8,9,8
2013-11-15,2013312,7,8,4
2013-11-14,2013311,3,5,8
2013-11-13,2013310,2,7,1
2013-11-12,2013309,9,8,2
2013-11-11,2013308,3,7,8
2013-11-10,2013307,6,9,4
2013-11-09,2013306,2,9,1
2013-11-08,2013305,8,6,0
2013-11-07,2013304,2,1,2
2013-11-06,2013303,2,8,9
2013-11-05,2013302,8,8,2
2013-11-04,2013301,7,7,6
2013-11-03,2013300,3,8,3
2013-11-02,2013299,2,0,7
2013-11-01,2013298,7,3,2
2013-10-31,2013297,8,0,3
2013-10-30,2013296,9,4,3
2013-10-29,2013295,3,4,2
2013-10-28,2013294,1,9,8
2013-10-27,2013293,9,5,6
2013-10-26,2013292,0,9,3
2013-10-25,2013291,6,6,7
2013-10-24,2013290,3,2,3
2013-10-23,2013289,7,4,0
2013-10-22,2013288,7,4,8
2013-10-21,2013287,2,0,0
2013-10-20,2013286,1,9,2
2013-10-19,2013285,1,6,5
2013-10-18,2013284,1,6,9
2013-10-17,2013283,5,4,7
2013-10-16,2013282,8,4,6
2013-10-15,2013281,0,0,5
2013-10-14,2013280,1,9,4
2013-10-13,2013279,4,0,9
2013-10-12,2013278,1,3,4
2013-10-11,2013277,3,9,3
2013-10-10,2013276,9,5,4
2013-10-09,2013275,2,5,0
2013-10-08,2013274,6,0,0
2013-10-07,2013273,5,6,8
2013-10-06,2013272,3,0,9
2013-10-05,2013271,3,8,5
2013-10-04,2013270,2,9,5
2013-10-03,2013269,1,6,6
2013-10-02,2013268,4,1,4
2013-10-01,2013267,0,5,1
2013-09-30,2013266,5,5,2
2013-09-29,2013265,3,7,3
2013-09-28,2013264,7,4,8
2013-09-27,2013263,6,8,1
2013-09-26,2013262,6,4,3
2013-09-25,2013261,2,2,7
2013-09-24,2013260,6,2,6
2013-09-23,2013259,4,1,3
2013-09-22,2013258,0,5,5
2013-09-21,2013257,3,9,8
2013-09-20,2013256,5,9,8
2013-09-19,2013255,2,9,5
2013-09-18,2013254,9,5,6
2013-09-17,2013253,6,8,3
2013-09-16,2013252,5,7,3
2013-09-15,2013251,7,5,3
2013-09-14,2013250,9,0,4
2013-09-13,2013249,3,0,7
2013-09-12,2013248,1,1,5
2013-09-11,2013247,5,5,9
2013-09-10,2013246,9,0,6
2013-09-09,2013245,7,4,2
2013-09-08,2013244,3,9,3
2013-09-07,2013243,3,6,1
2013-09-06,2013242,5,2,8
2013-09-05,2013241,7,1,8
2013-09-04,2013240,5,6,9
2013-09-03,2013239,0,9,1
2013-09-02,2013238,1,1,7
2013-09-01,2013237,8,7,4
2013-08-31,2013236,7,1,4
2013-08-30,2013235,6,2,5
2013-08-29,2013234,8,4,6
2013-08-28,2013233,3,6,7
2013-08-27,2013232,4,4,1
2013-08-26,2013231,4,6,8
2013-08-25,2013230,9,6,2
2013-08-24,2013229,0,0,3
2013-08-23,2013228,4,1,0
2013-08-22,2013227,4,2,7
2013-08-21,2013226,5,5,0
2013-08-20,2013225,8,8,4
2013-08-19,2013224,5,7,9
2013-08-18,2013223,8,1,1
2013-08-17,2013222,2,6,0
2013-08-16,2013221,9,9,9
2013-08-15,2013220,6,3,0
2013-08-14,2013219,2,3,2
2013-08-13,2013218,1,1,2
2013-08-12,2013217,9,6,5
2013-08-11,2013216,3,8,3
2013-08-10,2013215,1,5,7
2013-08-09,2013214,8,2,6
2013-08-08,2013213,6,6,0
2013-08-07,2013212,0,8,2
2013-08-06,2013211,7,4,9
2013-08-05,2013210,1,3,9
2013-08-04,2013209,9,2,8
2013-08-03,2013208,0,4,4
2013-08-02,2013207,4,7,3
2013-08-01,2013206,4,9,3
2013-07-31,2013205,7,9,8
2013-07-30,2013204,5,0,6
2013-07-29,2013203,3,0,0
2013-07-28,2013202,6,0,3
2013-07-27,2013201,4,9,8
2013-07-26,2013200,5,7,3
2013-07-25,2013199,8,1,4
2013-07-24,2013198,5,6,6
2013-07-23,2013197,1,1,5
2013-07-22,2013196,1,0,0
2013-07-21,2013195,3,9,8
2013-07-20,2013194,8,0,6
2013-07-19,2013193,4,9,3
2013-07-18,2013192,1,7,0
2013-07-17,2013191,3,1,5
2013-07-16,2013190,7,1,9
2013-07-15,2013189,0,2,6
2013-07-14,2013188,0,2,0
2013-07-13,2013187,1,8,8
2013-07-12,2013186,1,7,0
2013-07-11,2013185,9,1,6
2013-07-10,2013184,4,8,7
2013-07-09,2013183,6,9,3
2013-07-08,2013182,9,4,4
2013-07-07,2013181,2,4,8
2013-07-06,2013180,6,4,2
2013-07-05,2013179,3,6,8
2013-07-04,2013178,9,2,7
2013-07-03,2013177,1,6,9
2013-07-02,2013176,3,0,7
2013-07-01,2013175,1,8,5
2013-06-30,2013174,7,1,4
2013-06-29,2013173,5,0,6
2013-06-28,2013172,4,0,6
2013-06-27,2013171,8,9,0
2013-06-26,2013170,1,2,8
2013-06-25,2013169,3,4,4
2013-06-24,2013168,5,5,6
2013-06-23,2013167,2,4,2
2013-06-22,2013166,0,4,2
2013-06-21,2013165,3,0,0
2013-06-20,2013164,7,3,2
2013-06-19,2013163,1,0,4
2013-06-18,2013162,2,9,2
2013-06-17,2013161,5,3,7
2013-06-16,2013160,2,1,0
2013-06-15,2013159,0,9,8
2013-06-14,2013158,6,1,3
2013-06-13,2013157,3,8,3
2013-06-12,2013156,7,7,5
2013-06-11,2013155,2,9,6
2013-06-10,2013154,3,4,9
2013-06-09,2013153,2,8,8
2013-06-08,2013152,1,4,9
2013-06-07,2013151,9,4,3
2013-06-06,2013150,7,3,6
2013-06-05,2013149,4,5,2
2013-06-04,2013148,8,2,5
2013-06-03,2013147,8,4,3
2013-06-02,2013146,4,6,4
2013-06-01,2013145,3,8,9
2013-05-31,2013144,8,9,0
2013-05-30,2013143,0,6,0
2013-05-29,2013142,9,3,0
2013-05-28,2013141,7,8,2
2013-05-27,2013140,5,9,2
2013-05-26,2013139,9,0,7
2013-05-25,2013138,5,7,9
2013-05-24,2013137,6,2,7
2013-05-23,2013136,2,3,1
2013-05-22,2013135,8,5,0
2013-05-21,2013134,2,2,8
2013-05-20,2013133,3,2,9
2013-05-19,2013132,1,5,5
2013-05-18,2013131,7,9,8
2013-05-17,2013130,9,9,1
2013-05-16,2013129,0,2,0
2013-05-15,2013128,8,4,9
2013-05-14,2013127,6,6,7
2013-05-13,2013126,4,1,0
2013-05-12,2013125,5,1,0
2013-05-11,2013124,9,6,3
2013-05-10,2013123,8,3,2
2013-05-09,2013122,4,6,5
2013-05-08,2013121,0,7,3
2013-05-07,2013120,5,6,9
2013-05-06,2013119,4,5,1
2013-05-05,2013118,3,9,3
2013-05-04,2013117,8,0,8
2013-05-03,2013116,4,0,7
2013-05-02,2013115,9,0,1
2013-05-01,2013114,1,7,1
2013-04-30,2013113,8,3,6
2013-04-29,2013112,9,9,6
2013-04-28,2013111,4,6,6
2013-04-27,2013110,4,1,8
2013-04-26,2013109,1,6,7
2013-04-25,2013108,3,4,3
2013-04-24,2013107,9,8,5
2013-04-23,2013106,4,9,2
2013-04-22,2013105,4,8,4
2013-04-21,2013104,0,1,4
2013-04-20,2013103,2,0,3
2013-04-19,2013102,5,3,6
2013-04-18,2013101,9,2,1
2013-04-17,2013100,3,3,8
2013-04-16,2013099,4,5,0
2013-04-15,2013098,7,5,9
2013-04-14,2013097,7,9,2
2013-04-13,2013096,0,3,9
2013-04-12,2013095,2,1,5
2013-04-11,2013094,0,2,8
2013-04-10,2013093,7,3,7
2013-04-09,2013092,6,3,2
2013-04-08,2013091,1,3,7
2013-04-07,2013090,9,5,5
2013-04-06,2013089,1,9,2
2013-04-05,2013088,3,8,1
2013-04-04,2013087,0,3,4
2013-04-03,2013086,8,9,5
2013-04-02,2013085,6,9,3
2013-04-01,2013084,7,2,1
2013-03-31,2013083,6,0,2
2013-03-30,2013082,2,4,9
2013-03-29,2013081,8,5,7
2013-03-28,2013080,4,6,6
2013-03-27,2013079,7,8,0
2013-03-26,2013078,0,3,2
2013-03-25,2013077,1,8,4
2013-03-24,2013076,1,7,4
2013-03-23,2013075,6,1,7
2013-03-22,2013074,2,8,8
2013-03-21,2013073,2,2,2
2013-03-20,2013072,8,3,1
2013-03-19,2013071,3,6,0
2013-03-18,2013070,2,3,5
2013-03-17,2013069,1,1,5
2013-03-16,2013068,7,7,0
2013-03-15,2013067,8,3,2
2013-03-14,2013066,0,4,1
2013-03-13,2013065,3,2,8
2013-03-12,2013064,1,7,6
2013-03-11,2013063,6,4,1
2013-03-10,2013062,6,6,9
2013-03-09,2013061,6,7,5
2013-03-08,2013060,5,4,9
2013-03-07,2013059,2,5,1
2013-03-06,2013058,0,8,2
2013-03-05,2013057,2,4,3
2013-03-04,2013056,1,3,9
2013-03-03,2013055,4,5,6
2013-03-02,2013054,4,9,7
2013-03-01,2013053,5,6,4
2013-02-28,2013052,5,5,6
2013-02-27,2013051,6,7,6
2013-02-26,2013050,5,5,6
2013-02-25,2013049,6,3,6
2013-02-24,2013048,2,9,0
2013-02-23,2013047,7,8,4
2013-02-22,2013046,9,6,6
2013-02-21,2013045,0,3,9
2013-02-20,2013044,3,1,8
2013-02-19,2013043,5,3,6
2013-02-18,2013042,4,9,6
2013-02-17,2013041,8,5,1
2013-02-16,2013040,5,4,9
2013-02-08,2013039,6,3,9
2013-02-07,2013038,6,4,0
2013-02-06,2013037,3,6,4
2013-02-05,2013036,6,5,8
2013-02-04,2013035,6,3,2
2013-02-03,2013034,3,3,0
2013-02-02,2013033,2,7,7
2013-02-01,2013032,8,4,9
2013-01-31,2013031,7,6,2
2013-01-30,2013030,7,3,2
2013-01-29,2013029,1,4,9
2013-01-28,2013028,1,1,3
2013-01-27,2013027,3,0,8
2013-01-26,2013026,8,5,7
2013-01-25,2013025,5,4,0
2013-01-24,2013024,2,6,8
2013-01-23,2013023,8,0,7
2013-01-22,2013022,2,5,0
2013-01-21,2013021,9,1,8
2013-01-20,2013020,9,2,9
2013-01-19,2013019,8,6,6
2013-01-18,2013018,3,4,7
2013-01-17,2013017,3,8,0
2013-01-16,2013016,0,3,8
2013-01-15,2013015,2,2,8
2013-01-14,2013014,4,1,7
2013-01-13,2013013,9,2,2
2013-01-12,2013012,6,8,8
2013-01-11,2013011,2,0,9
2013-01-10,2013010,6,3,2
2013-01-09,2013009,9,2,1
2013-01-08,2013008,5,5,6
2013-01-07,2013007,1,4,7
2013-01-06,2013006,4,5,7
2013-01-05,2013005,6,2,2
2013-01-04,2013004,7,6,0
2013-01-03,2013003,1,6,6
2013-01-02,2013002,6,7,0
2013-01-01,2013001,2,0,3
2012-12-31,2012359,3,0,9
2012-12-30,2012358,5,5,4
2012-12-29,2012357,1,9,4
2012-12-28,2012356,5,4,6
2012-12-27,2012355,6,3,6
2012-12-26,2012354,7,7,9
2012-12-25,2012353,8,2,3
2012-12-24,2012352,1,2,3
2012-12-23,2012351,0,3,5
2012-12-22,2012350,6,7,6
2012-12-21,2012349,2,6,6
2012-12-20,2012348,8,5,1
2012-12-19,2012347,5,7,6
2012-12-18,2012346,9,9,2
2012-12-17,2012345,8,9,6
2012-12-16,2012344,2,9,3
2012-12-15,2012343,2,9,6
2012-12-14,2012342,3,7,3
2012-12-13,2012341,2,0,4
2012-12-12,2012340,0,4,6
2012-12-11,2012339,2,9,4
2012-12-10,2012338,0,9,7
2012-12-09,2012337,5,7,6
2012-12-08,2012336,2,5,0
2012-12-07,2012335,4,9,3
2012-12-06,2012334,0,0,6
2012-12-05,2012333,7,4,4
2012-12-04,2012332,5,2,3
2012-12-03,2012331,3,8,2
2012-12-02,2012330,5,3,4
2012-12-01,2012329,5,9,5
2012-11-30,2012328,6,4,4
2012-11-29,2012327,3,1,0
2012-11-28,2012326,8,1,4
2012-11-27,2012325,6,5,6
2012-11-26,2012324,1,1,4
2012-11-25,2012323,8,8,9
2012-11-24,2012322,5,2,4
2012-11-23,2012321,9,3,6
2012-11-22,2012320,4,2,8
2012-11-21,2012319,2,8,6
2012-11-20,2012318,1,1,0
2012-11-19,2012317,3,1,5
2012-11-18,2012316,7,0,9
2012-11-17,2012315,3,7,1
2012-11-16,2012314,1,8,1
2012-11-15,2012313,7,4,3
2012-11-14,2012312,8,3,1
2012-11-13,2012311,7,4,3
2012-11-12,2012310,8,9,9
2012-11-11,2012309,0,7,1
2012-11-10,2012308,9,2,1
2012-11-09,2012307,9,7,4
2012-11-08,2012306,0,5,7
2012-11-07,2012305,0,4,2
2012-11-06,2012304,1,5,0
2012-11-05,2012303,7,6,4
2012-11-04,2012302,3,1,7
2012-11-03,2012301,7,0,6
2012-11-02,2012300,5,3,9
2012-11-01,2012299,9,2,5
2012-10-31,2012298,4,0,8
2012-10-30,2012297,1,5,6
2012-10-29,2012296,4,0,7
2012-10-28,2012295,1,0,3
2012-10-27,2012294,0,0,5
2012-10-26,2012293,0,6,1
2012-10-25,2012292,6,4,6
2012-10-24,2012291,1,9,9
2012-10-23,2012290,0,9,9
2012-10-22,2012289,0,3,4
2012-10-21,2012288,0,9,4
2012-10-20,2012287,2,7,1
2012-10-19,2012286,3,0,4
2012-10-18,2012285,9,9,7
2012-10-17,2012284,7,5,6
2012-10-16,2012283,1,6,6
2012-10-15,2012282,8,6,6
2012-10-14,2012281,4,3,8
2012-10-13,2012280,7,1,8
2012-10-12,2012279,5,3,8
2012-10-11,2012278,0,2,1
2012-10-10,2012277,9,9,4
2012-10-09,2012276,4,6,8
2012-10-08,2012275,4,4,7
2012-10-07,2012274,2,6,7
2012-10-06,2012273,6,6,7
2012-10-05,2012272,9,8,9
2012-10-04,2012271,1,4,0
2012-10-03,2012270,9,9,2
2012-10-02,2012269,6,2,5
2012-10-01,2012268,3,3,9
2012-09-30,2012267,3,4,3
2012-09-29,2012266,1,8,1
2012-09-28,2012265,4,1,9
2012-09-27,2012264,7,9,7
2012-09-26,2012263,7,9,9
2012-09-25,2012262,8,6,9
2012-09-24,2012261,4,0,1
2012-09-23,2012260,4,4,2
2012-09-22,2012259,3,4,0
2012-09-21,2012258,9,1,3
2012-09-20,2012257,7,7,3
2012-09-19,2012256,6,9,4
2012-09-18,2012255,1,3,2
2012-09-17,2012254,2,0,3
2012-09-16,2012253,4,6,6
2012-09-15,2012252,6,7,0
2012-09-14,2012251,1,9,5
2012-09-13,2012250,0,2,3
2012-09-12,2012249,4,1,2
2012-09-11,2012248,6,9,0
2012-09-10,2012247,5,1,4
